	s176	s184	s193	s237	s325	REF_GCF_000012825	REF_GCF_000178195	REF_GCF_000273295	REF_GCF_000403235	REF_GCF_000699705	REF_GCF_000699845	REF_GCF_000699865	REF_GCF_001404375	REF_GCF_001405155	REF_GCF_001406315	REF_GCF_001412315	REF_GCF_001640865	REF_GCF_900109635
g000343	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000344	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000345	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000346	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000347	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000348	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000349	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000350	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000351	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000352	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000353	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000354	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000355	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000356	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000357	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000358	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000359	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000360	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000361	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000362	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000363	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000364	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000365	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000366	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000367	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000368	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000369	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000370	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000371	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000372	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000373	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000374	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000375	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000376	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000377	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000378	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000379	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000380	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000381	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000382	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000383	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000384	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000385	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000386	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000387	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0
g000388	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g000389	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g000390	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g000391	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000392	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1
g000393	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g000394	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000395	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0
g000396	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000397	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
g000398	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000399	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
g000400	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000401	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000402	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000403	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000404	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
g000405	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000406	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0
g000407	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
g000408	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000409	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000410	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000411	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000412	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000413	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1
g000414	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000415	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000416	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g000417	1	1	1	0	1	1	1	0	0	1	1	0	1	0	1	0	1	0
g000418	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g000419	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0
g000420	1	1	1	0	1	1	1	1	1	0	0	0	1	0	1	0	0	1
g000421	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000422	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0
g000423	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0
g000424	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0
g000425	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0
g000426	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0
g000427	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0
g000428	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0
g000429	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0
g000430	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
g000431	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
g000432	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
g000433	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000434	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
g000435	1	1	0	1	0	1	1	1	1	0	0	0	1	0	1	0	0	0
g000436	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000437	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
g000438	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000439	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
g000440	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
g000441	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000442	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
g000443	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
g000444	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
g000445	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000446	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000447	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000448	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000449	1	1	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0
g000450	1	1	0	1	1	1	1	0	0	0	0	0	1	0	1	1	0	0
g000451	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000452	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	1
g000453	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000454	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000455	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g000456	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
g000457	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000458	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
g000459	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g000460	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g000461	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1
g000462	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g000463	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1
g000464	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000465	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
g000466	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
g000467	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
g000468	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
g000469	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
g000470	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
g000471	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
g000472	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
g000473	1	0	0	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0
g000474	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000475	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
g000476	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000477	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
g000478	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000479	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000480	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1
g000481	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1
g000482	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g000483	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000484	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0
g000485	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000486	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
g000487	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g000488	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0
g000489	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
g000490	0	1	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0
g000491	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
g000492	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000493	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
g000494	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g000495	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000496	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000497	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000498	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000499	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000500	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0
g000501	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000502	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000503	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000504	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000505	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
g000506	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000507	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
g000508	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000509	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000510	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000511	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000512	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000513	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000514	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000515	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000516	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000517	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000518	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000519	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000520	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000521	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000522	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000523	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000524	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000525	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000526	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000527	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000528	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000529	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000530	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000531	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000532	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000533	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000534	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000535	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000536	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000537	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000538	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000539	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000540	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
g000541	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000542	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000543	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000544	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000545	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000546	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000547	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000548	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000549	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000550	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000551	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000552	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000553	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000554	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000555	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000556	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000557	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000558	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000559	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000560	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000561	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000562	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000563	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000564	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000565	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000566	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000567	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000568	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000569	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
g000570	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000571	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
g000572	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000573	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000574	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000575	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000576	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000577	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000578	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000579	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000580	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000581	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000582	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000583	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000584	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000585	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000586	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000587	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000588	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g000589	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0
g000590	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0
g000591	1	1	1	1	1	1	1	0	1	0	0	0	1	0	1	1	1	1
g000592	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1
g000593	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1
g000594	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000595	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
g000596	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g000597	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000598	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
g000599	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0
g000600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000601	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000602	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000603	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000604	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1
g000605	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g000606	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1
g000607	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1
g000608	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1
g000609	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1
g000610	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1
g000611	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1
g000612	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1
g000613	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000614	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g000615	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
g000616	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000617	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1
g000618	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000619	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
g000620	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
g000621	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000622	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
g000623	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0
g000624	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0
g000625	0	1	0	0	0	1	0	1	0	1	1	0	1	1	1	0	0	0
g000626	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	1	0	0
g000627	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000628	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000629	0	1	0	1	0	1	0	0	1	1	1	0	1	1	0	0	0	1
g000630	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000631	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000632	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g000633	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000634	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000635	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1
g000636	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000637	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1
g000638	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000639	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000640	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000641	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000642	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000643	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000644	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000645	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000646	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000647	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000648	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000649	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000650	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000651	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000652	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000653	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000654	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000655	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000656	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000657	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000658	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000659	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000660	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000661	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000662	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000663	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000664	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000665	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000666	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000667	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000668	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
g000669	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000670	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000671	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000672	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000673	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000674	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000675	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000676	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000677	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000678	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000679	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000680	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000681	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000682	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000683	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000684	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000685	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000686	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000687	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000688	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
