assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	assembly_level	genome_rep	seq_rel_date	asm_name	ftp_path
GCF_000968735.2	PRJNA224116	SAMN03457011	AOPW00000000.1	na	1158653	1351	Enterococcus faecalis EnGen0310 = MMH594	strain=MMH594	Contig	Full	4/3/15	ASM96873v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/968/735/GCF_000968735.2_ASM96873v2
GCF_000982595.1	PRJNA224116	SAMEA3158451	CAWH000000000.1	na	1320322	1351	Enterococcus faecalis JH2-2	strain=JH2-2	Contig	Full	2/15/15	JH2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/982/595/GCF_000982595.1_JH2
GCF_001052215.1	PRJNA224116	SAMN03197092	JWBU00000000.1	na	1351	1351	Enterococcus faecalis	strain=1138_EFLS	Contig	Full	7/10/15	ASM105221v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/052/215/GCF_001052215.1_ASM105221v1
GCF_001052275.1	PRJNA224116	SAMN03197116	JWAW00000000.1	na	1351	1351	Enterococcus faecalis	strain=116_EFLS	Scaffold	Full	7/10/15	ASM105227v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/052/275/GCF_001052275.1_ASM105227v1
GCF_001052315.1	PRJNA224116	SAMN03197121	JWAR00000000.1	na	1351	1351	Enterococcus faecalis	strain=1164_EFLS	Contig	Full	7/10/15	ASM105231v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/052/315/GCF_001052315.1_ASM105231v1
GCF_001053015.1	PRJNA224116	SAMN03197168	JVYW00000000.1	na	1351	1351	Enterococcus faecalis	strain=1206_EFLS	Scaffold	Full	7/10/15	ASM105301v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/053/015/GCF_001053015.1_ASM105301v1
GCF_001053105.1	PRJNA224116	SAMN03197192	JVXY00000000.1	na	1351	1351	Enterococcus faecalis	strain=1228_EFLS	Contig	Full	7/10/15	ASM105310v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/053/105/GCF_001053105.1_ASM105310v1
GCF_001053145.1	PRJNA224116	SAMN03197214	JVXC00000000.1	na	1351	1351	Enterococcus faecalis	strain=1248_EFLS	Contig	Full	7/10/15	ASM105314v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/053/145/GCF_001053145.1_ASM105314v1
GCF_001053335.1	PRJNA224116	SAMN03197284	JVUK00000000.1	na	1351	1351	Enterococcus faecalis	strain=1308_EFLS	Contig	Full	7/10/15	ASM105333v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/053/335/GCF_001053335.1_ASM105333v1
GCF_001053375.1	PRJNA224116	SAMN03197297	JVTX00000000.1	na	1351	1351	Enterococcus faecalis	strain=132_EFLS	Scaffold	Full	7/10/15	ASM105337v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/053/375/GCF_001053375.1_ASM105337v1
GCF_001053455.1	PRJNA224116	SAMN03197310	JVTK00000000.1	na	1351	1351	Enterococcus faecalis	strain=133_EFLS	Scaffold	Full	7/10/15	ASM105345v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/053/455/GCF_001053455.1_ASM105345v1
GCF_001053475.1	PRJNA224116	SAMN03197314	JVTG00000000.1	na	1351	1351	Enterococcus faecalis	strain=1333_EFLS	Scaffold	Full	7/10/15	ASM105347v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/053/475/GCF_001053475.1_ASM105347v1
GCF_001053495.1	PRJNA224116	SAMN03197324	JVSW00000000.1	na	1351	1351	Enterococcus faecalis	strain=135_EFLS	Contig	Full	7/10/15	ASM105349v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/053/495/GCF_001053495.1_ASM105349v1
GCF_001053515.1	PRJNA224116	SAMN03197325	JVSV00000000.1	na	1351	1351	Enterococcus faecalis	strain=136_EFLS	Scaffold	Full	7/10/15	ASM105351v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/053/515/GCF_001053515.1_ASM105351v1
GCF_001054015.1	PRJNA224116	SAMN03197146	JVZS00000000.1	na	1351	1351	Enterococcus faecalis	strain=1187_EFLS	Contig	Full	7/10/15	ASM105401v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/054/015/GCF_001054015.1_ASM105401v1
GCF_001054035.1	PRJNA224116	SAMN03197152	JVZM00000000.1	na	1351	1351	Enterococcus faecalis	strain=1192_EFLS	Contig	Full	7/10/15	ASM105403v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/054/035/GCF_001054035.1_ASM105403v1
GCF_001054295.1	PRJNA224116	SAMN03197250	JVVS00000000.1	na	1351	1351	Enterococcus faecalis	strain=128_EFLS	Contig	Full	7/10/15	ASM105429v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/054/295/GCF_001054295.1_ASM105429v1
GCF_001054355.1	PRJNA224116	SAMN03197305	JVTP00000000.1	na	1351	1351	Enterococcus faecalis	strain=1325_EFLS	Contig	Full	7/10/15	ASM105435v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/054/355/GCF_001054355.1_ASM105435v1
GCF_001054535.1	PRJNA224116	SAMN03197380	JVQS00000000.1	na	1351	1351	Enterococcus faecalis	strain=189_EFLS	Scaffold	Full	7/10/15	ASM105453v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/054/535/GCF_001054535.1_ASM105453v1
GCF_001054545.1	PRJNA224116	SAMN03197383	JVQP00000000.1	na	1351	1351	Enterococcus faecalis	strain=191_EFLS	Contig	Full	7/10/15	ASM105454v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/054/545/GCF_001054545.1_ASM105454v1
GCF_001054585.1	PRJNA224116	SAMN03197403	JVPV00000000.1	na	1351	1351	Enterococcus faecalis	strain=210_EFLS	Scaffold	Full	7/10/15	ASM105458v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/054/585/GCF_001054585.1_ASM105458v1
GCF_001054705.1	PRJNA224116	SAMN03197418	JVPG00000000.1	na	1351	1351	Enterococcus faecalis	strain=226_EFLS	Scaffold	Full	7/10/15	ASM105470v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/054/705/GCF_001054705.1_ASM105470v1
GCF_001054775.1	PRJNA224116	SAMN03197445	JVOF00000000.1	na	1351	1351	Enterococcus faecalis	strain=254_EFLS	Scaffold	Full	7/10/15	ASM105477v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/054/775/GCF_001054775.1_ASM105477v1
GCF_001054785.1	PRJNA224116	SAMN03197450	JVOA00000000.1	na	1351	1351	Enterococcus faecalis	strain=258.rep2_EFLS	Scaffold	Full	7/10/15	ASM105478v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/054/785/GCF_001054785.1_ASM105478v1
GCF_001054975.1	PRJNA224116	SAMN03197552	JVKC00000000.1	na	1351	1351	Enterococcus faecalis	strain=361_EFLS	Contig	Full	7/10/15	ASM105497v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/054/975/GCF_001054975.1_ASM105497v1
GCF_001055025.1	PRJNA224116	SAMN03197582	JVIY00000000.1	na	1351	1351	Enterococcus faecalis	strain=391_EFLS	Scaffold	Full	7/10/15	ASM105502v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/025/GCF_001055025.1_ASM105502v1
GCF_001055055.1	PRJNA224116	SAMN03197596	JVIK00000000.1	na	1351	1351	Enterococcus faecalis	strain=406_EFLS	Scaffold	Full	7/10/15	ASM105505v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/055/GCF_001055055.1_ASM105505v1
GCF_001055135.1	PRJNA224116	SAMN03197657	JVGB00000000.1	na	1351	1351	Enterococcus faecalis	strain=463_EFLS	Scaffold	Full	7/10/15	ASM105513v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/135/GCF_001055135.1_ASM105513v1
GCF_001055355.1	PRJNA224116	SAMN03197755	JVCH00000000.1	na	1351	1351	Enterococcus faecalis	strain=556_EFLS	Contig	Full	7/10/15	ASM105535v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/355/GCF_001055355.1_ASM105535v1
GCF_001055395.1	PRJNA224116	SAMN03197782	JVBG00000000.1	na	1351	1351	Enterococcus faecalis	strain=581_EFLS	Scaffold	Full	7/10/15	ASM105539v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/395/GCF_001055395.1_ASM105539v1
GCF_001055435.1	PRJNA224116	SAMN03197806	JVAI00000000.1	na	1351	1351	Enterococcus faecalis	strain=606_EFLS	Scaffold	Full	7/10/15	ASM105543v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/435/GCF_001055435.1_ASM105543v1
GCF_001055475.1	PRJNA224116	SAMN03197811	JVAD00000000.1	na	1351	1351	Enterococcus faecalis	strain=610_EFLS	Scaffold	Full	7/10/15	ASM105547v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/475/GCF_001055475.1_ASM105547v1
GCF_001055675.1	PRJNA224116	SAMN03197374	JVQY00000000.1	na	1351	1351	Enterococcus faecalis	strain=183_EFLS	Scaffold	Full	7/10/15	ASM105567v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/675/GCF_001055675.1_ASM105567v1
GCF_001055725.1	PRJNA224116	SAMN03197379	JVQT00000000.1	na	1351	1351	Enterococcus faecalis	strain=188_EFLS	Scaffold	Full	7/10/15	ASM105572v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/725/GCF_001055725.1_ASM105572v1
GCF_001055765.1	PRJNA224116	SAMN03197382	JVQQ00000000.1	na	1351	1351	Enterococcus faecalis	strain=190_EFLS	Contig	Full	7/10/15	ASM105576v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/765/GCF_001055765.1_ASM105576v1
GCF_001055875.1	PRJNA224116	SAMN03197393	JVQF00000000.1	na	1351	1351	Enterococcus faecalis	strain=200_EFLS	Scaffold	Full	7/10/15	ASM105587v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/875/GCF_001055875.1_ASM105587v1
GCF_001055935.1	PRJNA224116	SAMN03197406	JVPS00000000.1	na	1351	1351	Enterococcus faecalis	strain=213_EFLS	Scaffold	Full	7/10/15	ASM105593v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/935/GCF_001055935.1_ASM105593v1
GCF_001055955.1	PRJNA224116	SAMN03197415	JVPJ00000000.1	na	1351	1351	Enterococcus faecalis	strain=222_EFLS	Scaffold	Full	7/10/15	ASM105595v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/955/GCF_001055955.1_ASM105595v1
GCF_001056045.1	PRJNA224116	SAMN03197434	JVOQ00000000.1	na	1351	1351	Enterococcus faecalis	strain=244_EFLS	Contig	Full	7/10/15	ASM105604v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/056/045/GCF_001056045.1_ASM105604v1
GCF_001056075.1	PRJNA224116	SAMN03197444	JVOG00000000.1	na	1351	1351	Enterococcus faecalis	strain=253_EFLS	Scaffold	Full	7/10/15	ASM105607v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/056/075/GCF_001056075.1_ASM105607v1
GCF_001056115.1	PRJNA224116	SAMN03197448	JVOC00000000.1	na	1351	1351	Enterococcus faecalis	strain=257_EFLS	Contig	Full	7/10/15	ASM105611v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/056/115/GCF_001056115.1_ASM105611v1
GCF_001056125.1	PRJNA224116	SAMN03197449	JVOB00000000.1	na	1351	1351	Enterococcus faecalis	strain=258.rep1_EFLS	Scaffold	Full	7/10/15	ASM105612v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/056/125/GCF_001056125.1_ASM105612v1
GCF_001056135.1	PRJNA224116	SAMN03197452	JVNY00000000.1	na	1351	1351	Enterococcus faecalis	strain=26_EFLS	Contig	Full	7/10/15	ASM105613v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/056/135/GCF_001056135.1_ASM105613v1
GCF_001056555.1	PRJNA224116	SAMN03197579	JVJB00000000.1	na	1351	1351	Enterococcus faecalis	strain=388_EFLS	Scaffold	Full	7/10/15	ASM105655v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/056/555/GCF_001056555.1_ASM105655v1
GCF_001056625.1	PRJNA224116	SAMN03197603	JVID00000000.1	na	1351	1351	Enterococcus faecalis	strain=412_EFLS	Scaffold	Full	7/10/15	ASM105662v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/056/625/GCF_001056625.1_ASM105662v1
GCF_001056735.1	PRJNA224116	SAMN03197621	JVHL00000000.1	na	1351	1351	Enterococcus faecalis	strain=428_EFLS	Scaffold	Full	7/10/15	ASM105673v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/056/735/GCF_001056735.1_ASM105673v1
GCF_001057145.1	PRJNA224116	SAMN03197729	JVDH00000000.1	na	1351	1351	Enterococcus faecalis	strain=533_EFLS	Scaffold	Full	7/10/15	ASM105714v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/057/145/GCF_001057145.1_ASM105714v1
GCF_001057325.1	PRJNA224116	SAMN03197766	JVBW00000000.1	na	1351	1351	Enterococcus faecalis	strain=566.rep1_EFLS	Contig	Full	7/10/15	ASM105732v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/057/325/GCF_001057325.1_ASM105732v1
GCF_001057355.1	PRJNA224116	SAMN03197767	JVBV00000000.1	na	1351	1351	Enterococcus faecalis	strain=566.rep2_EFLS	Contig	Full	7/10/15	ASM105735v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/057/355/GCF_001057355.1_ASM105735v1
GCF_001057435.1	PRJNA224116	SAMN03197785	JVBD00000000.1	na	1351	1351	Enterococcus faecalis	strain=584_EFLS	Scaffold	Full	7/10/15	ASM105743v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/057/435/GCF_001057435.1_ASM105743v1
GCF_001057475.1	PRJNA224116	SAMN03197801	JVAN00000000.1	na	1351	1351	Enterococcus faecalis	strain=600_EFLS	Scaffold	Full	7/10/15	ASM105747v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/057/475/GCF_001057475.1_ASM105747v1
GCF_001057515.1	PRJNA224116	SAMN03197802	JVAM00000000.1	na	1351	1351	Enterococcus faecalis	strain=601_EFLS	Contig	Full	7/10/15	ASM105751v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/057/515/GCF_001057515.1_ASM105751v1
GCF_001057625.1	PRJNA224116	SAMN03197821	JUZT00000000.1	na	1351	1351	Enterococcus faecalis	strain=621_EFLS	Scaffold	Full	7/10/15	ASM105762v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/057/625/GCF_001057625.1_ASM105762v1
GCF_001057765.1	PRJNA224116	SAMN03197848	JUYS00000000.1	na	1351	1351	Enterococcus faecalis	strain=647_EFLS	Scaffold	Full	7/10/15	ASM105776v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/057/765/GCF_001057765.1_ASM105776v1
GCF_001057835.1	PRJNA224116	SAMN03197867	JUXZ00000000.1	na	1351	1351	Enterococcus faecalis	strain=664.rep1_EFLS	Scaffold	Full	7/10/15	ASM105783v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/057/835/GCF_001057835.1_ASM105783v1
GCF_001057865.1	PRJNA224116	SAMN03197871	JUXV00000000.1	na	1351	1351	Enterococcus faecalis	strain=668_EFLS	Contig	Full	7/10/15	ASM105786v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/057/865/GCF_001057865.1_ASM105786v1
GCF_001057915.1	PRJNA224116	SAMN03197881	JUXL00000000.1	na	1351	1351	Enterococcus faecalis	strain=679_EFLS	Contig	Full	7/10/15	ASM105791v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/057/915/GCF_001057915.1_ASM105791v1
GCF_001058015.1	PRJNA224116	SAMN03197908	JUWK00000000.1	na	1351	1351	Enterococcus faecalis	strain=703_EFLS	Contig	Full	7/10/15	ASM105801v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/058/015/GCF_001058015.1_ASM105801v1
GCF_001058065.1	PRJNA224116	SAMN03197914	JUWE00000000.1	na	1351	1351	Enterococcus faecalis	strain=71_EFLS	Scaffold	Full	7/10/15	ASM105806v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/058/065/GCF_001058065.1_ASM105806v1
GCF_001058195.1	PRJNA224116	SAMN03197937	JUVH00000000.1	na	1351	1351	Enterococcus faecalis	strain=732_EFLS	Contig	Full	7/10/15	ASM105819v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/058/195/GCF_001058195.1_ASM105819v1
GCF_001058285.1	PRJNA224116	SAMN03197958	JUUM00000000.1	na	1351	1351	Enterococcus faecalis	strain=751_EFLS	Contig	Full	7/10/15	ASM105828v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/058/285/GCF_001058285.1_ASM105828v1
GCF_001058335.1	PRJNA224116	SAMN03197961	JUUJ00000000.1	na	1351	1351	Enterococcus faecalis	strain=754_EFLS	Contig	Full	7/10/15	ASM105833v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/058/335/GCF_001058335.1_ASM105833v1
GCF_001058665.1	PRJNA224116	SAMN03198072	JUQC00000000.1	na	1351	1351	Enterococcus faecalis	strain=864_EFLS	Contig	Full	7/10/15	ASM105866v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/058/665/GCF_001058665.1_ASM105866v1
GCF_001058715.1	PRJNA224116	SAMN03198085	JUPP00000000.1	na	1351	1351	Enterococcus faecalis	strain=879_EFLS	Contig	Full	7/10/15	ASM105871v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/058/715/GCF_001058715.1_ASM105871v1
GCF_001058855.1	PRJNA224116	SAMN03197873	JUXT00000000.1	na	1351	1351	Enterococcus faecalis	strain=670_EFLS	Contig	Full	7/10/15	ASM105885v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/058/855/GCF_001058855.1_ASM105885v1
GCF_001058875.1	PRJNA224116	SAMN03197890	JUXC00000000.1	na	1351	1351	Enterococcus faecalis	strain=687_EFLS	Contig	Full	7/10/15	ASM105887v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/058/875/GCF_001058875.1_ASM105887v1
GCF_001058995.1	PRJNA224116	SAMN03197929	JUVP00000000.1	na	1351	1351	Enterococcus faecalis	strain=724_EFLS	Contig	Full	7/10/15	ASM105899v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/058/995/GCF_001058995.1_ASM105899v1
GCF_001059045.1	PRJNA224116	SAMN03197944	JUVA00000000.1	na	1351	1351	Enterococcus faecalis	strain=739_EFLS	Contig	Full	7/10/15	ASM105904v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/059/045/GCF_001059045.1_ASM105904v1
GCF_001059265.1	PRJNA224116	SAMN03198083	JUPR00000000.1	na	1351	1351	Enterococcus faecalis	strain=876_EFLS	Contig	Full	7/10/15	ASM105926v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/059/265/GCF_001059265.1_ASM105926v1
GCF_001059345.1	PRJNA224116	SAMN03198112	JUOO00000000.1	na	1351	1351	Enterococcus faecalis	strain=905_EFLS	Contig	Full	7/10/15	ASM105934v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/059/345/GCF_001059345.1_ASM105934v1
GCF_001059635.1	PRJNA224116	SAMN03198168	JUMK00000000.1	na	1351	1351	Enterococcus faecalis	strain=948_EFLS	Contig	Full	7/10/15	ASM105963v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/059/635/GCF_001059635.1_ASM105963v1
GCF_001059845.1	PRJNA224116	SAMN03198111	JUOP00000000.1	na	1351	1351	Enterococcus faecalis	strain=903_EFLS	Contig	Full	7/10/15	ASM105984v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/059/845/GCF_001059845.1_ASM105984v1
GCF_001059885.1	PRJNA224116	SAMN03198139	JUNN00000000.1	na	1351	1351	Enterococcus faecalis	strain=922_EFLS	Contig	Full	7/10/15	ASM105988v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/059/885/GCF_001059885.1_ASM105988v1
GCF_001059895.1	PRJNA224116	SAMN03198169	JUMJ00000000.1	na	1351	1351	Enterococcus faecalis	strain=949_EFLS	Contig	Full	7/10/15	ASM105989v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/059/895/GCF_001059895.1_ASM105989v1
GCF_001060035.1	PRJNA224116	SAMN03198204	JULA00000000.1	na	1351	1351	Enterococcus faecalis	strain=983_EFLS	Contig	Full	7/10/15	ASM106003v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/060/035/GCF_001060035.1_ASM106003v1
GCF_001075715.1	PRJNA224116	SAMN03198135	JUNQ00000000.1	na	1351	1351	Enterococcus faecalis	strain=920_EFLS	Contig	Full	7/10/15	ASM107571v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/715/GCF_001075715.1_ASM107571v1
GCF_001075895.1	PRJNA224116	SAMN03198141	JUNL00000000.1	na	1351	1351	Enterococcus faecalis	strain=923_EFLS	Contig	Full	7/10/15	ASM107589v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/895/GCF_001075895.1_ASM107589v1
GCF_001263775.1	PRJNA224116	SAMN03417991	LAEB00000000.1	na	1351	1351	Enterococcus faecalis	strain=XJ05	Contig	Full	8/10/15	ASM126377v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/263/775/GCF_001263775.1_ASM126377v1
GCF_001400055.1	PRJNA224116	SAMN04100212	LKGR00000000.1	na	1351	1351	Enterococcus faecalis	strain=P8-1	Contig	Full	10/20/15	ASM140005v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/400/055/GCF_001400055.1_ASM140005v1
GCF_001400065.1	PRJNA224116	SAMN04100217	LKGS00000000.1	na	1351	1351	Enterococcus faecalis	strain=P9-1	Scaffold	Full	10/20/15	ASM140006v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/400/065/GCF_001400065.1_ASM140006v1
GCF_001544235.1	PRJNA224116	SAMD00045729	BCQC00000000.1	na	1218089	1351	Enterococcus faecalis NBRC 100480	strain=NBRC 100480	Contig	Full	1/28/16	ASM154423v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/544/235/GCF_001544235.1_ASM154423v1
GCF_001563075.1	PRJNA224116	SAMN04445878	LSFS00000000.1	na	1351	1351	Enterococcus faecalis	strain=DBH18	Scaffold	Full	2/17/16	ASM156307v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/563/075/GCF_001563075.1_ASM156307v1
GCF_001594365.1	PRJNA224116	SAMN04370969	LQAM00000000.1	na	1351	1351	Enterococcus faecalis	strain=ICU1-2c	Scaffold	Full	3/21/16	ASM159436v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/594/365/GCF_001594365.1_ASM159436v1
GCF_001598635.1	PRJNA224116	SAMN04585513		na	1351	1351	Enterococcus faecalis	strain=LD33	Complete Genome	Full	3/28/16	ASM159863v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/598/635/GCF_001598635.1_ASM159863v1
GCF_001639005.2	PRJNA224116	SAMN04934554	LXID00000000.1	na	1351	1351	Enterococcus faecalis	strain=CU0714	Scaffold	Full	5/6/16	ASM163900v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/639/005/GCF_001639005.2_ASM163900v2
GCF_001662265.1	PRJNA224116	SAMD00051619	BDEN00000000.1	na	1351	1351	Enterococcus faecalis	strain=CBA7120	Contig	Full	5/26/16	ASM166226v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/662/265/GCF_001662265.1_ASM166226v1
GCF_001689055.2	PRJNA224116	SAMN04621616		na	1351	1351	Enterococcus faecalis	strain=KB1	Complete Genome	Full	4/5/17	ASM168905v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/689/055/GCF_001689055.2_ASM168905v2
GCF_001692705.1	PRJNA224116	SAMN05427524	MBRC00000000.1	na	1351	1351	Enterococcus faecalis	strain=F165	Scaffold	Full	7/22/16	ASM169270v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/692/705/GCF_001692705.1_ASM169270v1
GCF_001692955.1	PRJNA224116	SAMN05011678	LYBN00000000.1	na	1351	1351	Enterococcus faecalis	strain=UCD-PD3	Contig	Full	7/22/16	ASM169295v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/692/955/GCF_001692955.1_ASM169295v1
GCF_001766735.1	PRJNA224116	SAMN04518066	MIQF00000000.1	na	1351	1351	Enterococcus faecalis	strain=CG_E	Contig	Full	10/11/16	ASM176673v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/766/735/GCF_001766735.1_ASM176673v1
GCF_001806515.1	PRJNA224116	SAMN05771042	MJEK00000000.1	na	1351	1351	Enterococcus faecalis	strain=Enfs51	Contig	Full	10/21/16	ASM180651v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/806/515/GCF_001806515.1_ASM180651v1
GCF_001878735.1	PRJNA224116	SAMN05990127		na	1351	1351	Enterococcus faecalis	strain=L9	Complete Genome	Full	11/14/16	ASM187873v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/878/735/GCF_001878735.1_ASM187873v1
GCF_001878755.1	PRJNA224116	SAMN05449134	MCFW00000000.1	na	1351	1351	Enterococcus faecalis	strain=ST4:13	Contig	Full	11/14/16	ASM187875v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/878/755/GCF_001878755.1_ASM187875v1
GCF_001878765.1	PRJNA224116	SAMN05449122	MCFU00000000.1	na	1351	1351	Enterococcus faecalis	strain=ST4:1	Contig	Full	11/14/16	ASM187876v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/878/765/GCF_001878765.1_ASM187876v1
GCF_001878785.1	PRJNA224116	SAMN05449127	MCFV00000000.1	na	1351	1351	Enterococcus faecalis	strain=ST55:12	Contig	Full	11/14/16	ASM187878v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/878/785/GCF_001878785.1_ASM187878v1
GCF_001886675.1	PRJNA224116	SAMN06042544		na	1351	1351	Enterococcus faecalis	strain=L12	Complete Genome	Full	11/28/16	ASM188667v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/675/GCF_001886675.1_ASM188667v1
